,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR Price,Country1,City1,Type_split,Fuel,Price_Category
132,Sport Boat,Bayliner power boats,Used boat,1988,6.3,2.34,GRP,284,11000,Italy , Friuli-Venezia Giulia,Used boat,Unleaded,Low-priced
133,Motor Yacht,Chrysler power boats,"Used boat,Unleaded",1974,4.9,2.1,GRP,125,11000,Germany , INFO DD-YACHTING,Used boat,Unleaded,Low-priced
134,Cabin Boat,Stingray power boats,Used boat,1997,6.5,2.4,GRP,229,11000,Italy , Venezia,Used boat,Unleaded,Low-priced
135,Sport Boat,Bayliner power boats,"Used boat,Unleaded",1996,7.03,2.54,PVC,226,11000,France ," GRANVILLE, GRANVILLE",Used boat,Unleaded,Low-priced
136,"Bowrider,Classic",Sunbird power boats,"Used boat,Unleaded",1971,5.79,2.2,Wood,87,11000,France ," Dienville, Dienville",Used boat,Unleaded,Low-priced
138,Cabin Boat,Glastron power boats,"Used boat,Unleaded",1998,6.13,2.39,GRP,175,11000,Italy,Unknown,Used boat,Unleaded,Low-priced
139,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1992,7.8,2.59,GRP,173,11000,Italy , Lake Garda ,Used boat,Unleaded,Low-priced
140,"Motor Yacht,Sport Boat",Rio power boats,"Used boat,Unleaded",2000,6,2.4,GRP,422,11000,Spain , Baleares ,Used boat,Unleaded,Low-priced
141,Cabin Boat,Birchwood power boats,"Used boat,Unleaded",1986,7.4,2.5,GRP,243,11000,Germany , Rhein ,Used boat,Unleaded,Low-priced
142,Sport Boat,Bayliner power boats,Used boat,1987,7.62,2.97,GRP,254,11000,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
143,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.07,2.12,GRP,150,10999,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
144,Sport Boat,BlueCraft power boats,"new boat from stock,Unleaded",2020,5.1,2.1,GRP,255,10999,Germany , Nordrhein-Westfalen ,new boat from stock,Unleaded,Low-priced
145,Sport Boat,Remus power boats,new boat from stock,2020,5.2,2.22,GRP,179,10999,Germany , Nordrhein-Westfalen ,new boat from stock,Unleaded,Low-priced
146,Cabin Boat,Quicksilver power boats,"Used boat,Unleaded",2003,4.7,2.3,GRP,169,10990,Germany , Verkaufshafen Brandenburg-Plaue,Used boat,Unleaded,Low-priced
147,Cabin Boat,Polar power boats,Diesel,1977,6.7,2.3,GRP,136,10990,Germany , Ostsee ,Used boat,Diesel,Low-priced
148,Sport Boat,Bnteau power boats,"Used boat,Unleaded",1993,7.75,2.75,PVC,141,12000,France ," Mandelieu, France",Used boat,Unleaded,Low-priced
149,"Classic,Runabout,Sport Boat",Cranchi power boats,"Used boat,Unleaded",1990,6.43,2.25,GRP,442,12000,Serbia , Belgrade,Used boat,Unleaded,Low-priced
151,Cabin Boat,Wiking power boats,"Used boat,Diesel",1979,6.5,2.2,GRP,327,12000,Germany , Berlin ,Used boat,Diesel,Low-priced
152,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1988,6.16,2.49,Plastic,188,12000,Italy , Veneto ,Used boat,Unleaded,Low-priced
153,"Cabin Boat,Motor Yacht",Fjord power boats,"Used boat,Diesel",1978,7.2,2.95,GRP,1101,12000,Germany , Mecklenburg-Vorpommern ,Used boat,Diesel,Low-priced
156,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2005,5,4.96,PVC,141,11990,France ," Chalon-sur-SaÃ´ne, France",Used boat,Unleaded,Low-priced
157,Sport Boat,Atlantic Marine power boats,new boat from stock,2019,5.3,2.39,GRP,284,13209,Switzerland , Kesswil ,new boat from stock,Unleaded,Low-priced
160,Runabout,Safter Marine power boats,new boat from stock,2020,5,1.9,GRP,273,13158,Switzerland , Zugersee ,new boat from stock,Unleaded,Low-priced
161,Working Boat,Tinn-Silver power boats,"Display Model,Unleaded",2019,4.5,1.75,Aluminium,365,13158,Switzerland , Zugersee ,Display Model,Unleaded,Low-priced
165,Bowrider,Maxima power boats,new boat from stock,2020,4.9,1.9,GRP,180,12770,Germany , Lake Constance ,new boat from stock,Unleaded,Low-priced
170,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5,2,GRP,147,12500,Italy , Friuli Venezia Giulia ,new boat from stock,Unleaded,Low-priced
172,Trawler,Schlosswerft power boats,"Used boat,Diesel",1913,14.7,3.65,Steel,235,12500,Germany , Baden-WÃ¼rttemberg ,Used boat,Diesel,Low-priced
173,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1994,5.6,2.2,GRP,452,12500,Italy , Gardasee,Used boat,Unleaded,Low-priced
174,Cabin Boat,Compromis power boats,Used boat,1983,7.2,2.85,GRP,165,12500,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
178,"Cabin Boat,Sport Boat",Windy power boats,"Used boat,Unleaded",1984,7.05,2.5,GRP,436,15096,Switzerland , Finstersee,Used boat,Unleaded,Low-priced
179,Deck Boat,Jeanneau power boats,new boat from stock,2014,5,2,PVC,35,13690,Slovak Republic ," Bratislava, Slovaquie",new boat from stock,Unleaded,Low-priced
180,Bowrider,Yamarin power boats,new boat from stock,2018,4.57,1.93,GRP,212,14994,Switzerland , VierwaldstÃ¤ttersee ,new boat from stock,Unleaded,Low-priced
183,Sport Boat,Acquaviva (IT) power boats,"Used boat,Unleaded",1998,5.95,2.48,GRP,121,13500,Italy , Toscana ,Used boat,Unleaded,Low-priced
185,Pilothouse,Arvor power boats,"Used boat,Diesel",1999,6.16,2.48,PVC,110,13500,France ," PLOUGERNEAU, France",Used boat,Diesel,Low-priced
186,Motor Yacht,Bayliner power boats,Used boat,1995,7.75,2.57,GRP,83,13500,Netherlands , In verkoophaven,Used boat,Diesel,Low-priced
187,Sport Boat,Lema power boats,"Used boat,Diesel",1996,7,2,PVC,264,13500,Spain , Torrevieja,Used boat,Diesel,Low-priced
188,Center console boat,Ranieri power boats,"Used boat,Unleaded",2002,5.45,2.15,GRP,109,13500,Italy , Lombardia - Trentino Alto Adige ,Used boat,Unleaded,Low-priced
189,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,8.8,2.79,GRP,132,13500,Croatia (Hrvatska) , INFO DD-YACHTING,Used boat,Unleaded,Low-priced
190,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2014,4.5,2,PVC,81,13500,France ," ANDERNOS, ANDERNOS",Used boat,Unleaded,Low-priced
191,Sport Boat,Bnteau power boats,"Used boat,Diesel",2006,6.5,2.44,Steel,262,13500,France ," PORNICHET, France",Used boat,Diesel,Low-priced
193,Bowrider,Bayliner power boats,"Used boat,Unleaded",1998,3,2,PVC,186,14500,Portugal ," PortimÃ£o, Portugal",Used boat,Unleaded,Low-priced
195,Fishing Boat,Smartliner power boats,new boat on order,2020,5.76,2.25,GRP,292,15912,Switzerland , Lake Geneva ,new boat on order,Unleaded,Low-priced
197,Runabout,Karnic power boats,new boat from stock,2018,4.9,2.08,GRP,119,14366,Germany , Lake Constance ,new boat from stock,Unleaded,Low-priced
198,Center console boat,Seagull power boats,"Used boat,Unleaded",2006,5.25,2.16,GRP,151,15810,Switzerland , Lake Geneva ,Used boat,Unleaded,Low-priced
201,Sport Boat,Romar power boats,new boat from stock,2019,5.68,1.99,GRP,285,14200,Switzerland , Diessenhoen,new boat from stock,Unleaded,Low-priced
202,Sport Boat,Gobbi power boats,Used boat,1997,9.15,3,GRP,281,14000,Italy , Veneto ,Used boat,Diesel,Low-priced
204,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1990,6.42,2.38,GRP,132,14000,Italy,Unknown,Used boat,Unleaded,Low-priced
206,Cabin Boat,SAS-Vektor power boats,"Used boat,Unleaded",2008,4.99,2.07,GRP,118,14000,Croatia (Hrvatska) , Biograd,Used boat,Unleaded,Low-priced
209,Sport Boat,Marinello power boats,"new boat from stock,Unleaded",2014,4.7,1.85,GRP,156,14900,Germany , Stadtprozelten,new boat from stock,Unleaded,Low-priced
210,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1983,10,3,GRP,111,14900,Croatia (Hrvatska) , Istra,Used boat,Unleaded,Low-priced
211,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.55,2.18,GRP,87,14900,Italy , Dormelletto ,new boat from stock,Unleaded,Low-priced
212,Fishing Boat,Vizion power boats,new boat from stock,2019,4.7,1.95,Aluminium,70,14900,Germany , Berlin ,new boat from stock,Unleaded,Low-priced
214,Flybridge,Draco power boats,"Used boat,Diesel",1980,9.1,3.14,GRP,356,14900,Italy , Friuli Venezia Giulia ,Used boat,Diesel,Low-priced
215,Cabin Boat,Hilter power boats,"Used boat,Unleaded",1984,7.9,2.5,GRP,198,14900,Germany , Bayern ,Used boat,Unleaded,Low-priced
216,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2017,5.15,2.15,PVC,68,14900,France,Unknown,Used boat,Unleaded,Low-priced
219,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.55,2.18,GRP,80,14900,Switzerland , Lugano ,new boat from stock,Unleaded,Low-priced
221,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,5,2.1,GRP,180,14900,Germany , 25488 Holm,Used boat,Unleaded,Low-priced
222,Cabin Boat,Seaswirl power boats,"Used boat,Unleaded",1995,6.5,2.5,GRP,145,15500,Germany , Genthin,Used boat,Unleaded,Low-priced
225,Sport Boat,Fjord Plast power boats,"Used boat,Unleaded",1979,6.5,2.5,GRP,125,15500,Austria , Linz,Used boat,Unleaded,Low-priced
226,"Motor Yacht,Sport Boat",Scand power boats,"Used boat,Unleaded",1993,9.2,2.98,GRP,236,15500,Austria , Donau ,Used boat,Unleaded,Low-priced
227,Trawler,Hoekstra power boats,Used boat,1976,9.5,3.2,Steel,253,15500,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
228,Trawler,Skils power boats,"Used boat,Diesel",1979,7,2.5,GRP,311,15500,Germany , Niedersachsen ,Used boat,Diesel,Low-priced
229,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.5,2.29,GRP,219,15499,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
230,Deck Boat,Jeanneau power boats,new boat from stock,2017,5,2,PVC,71,15490,Slovak Republic ," Bratislava, Slovaquie",new boat from stock,Unleaded,Low-priced
231,Center console boat,Jeanneau power boats,new boat on order,2020,5.48,2.36,GRP,56,15446,Germany , BÃ¶nningstedt / Werft,new boat on order,Unleaded,Low-priced
233,Center console boat,Ranieri power boats,new boat from stock,2019,6,2.25,GRP,116,15400,Italy , Lombardia - Trentino Alto Adige ,new boat from stock,Unleaded,Low-priced
238,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,4.7,2.02,Aluminium,341,18037.68,Switzerland , Bouveret,new boat from stock,Unleaded,Low-priced
240,Pilothouse,Milan  power boats,"Used boat,Diesel",1992,6.19,2.4,GRP,201,17850,Switzerland , Bielersee,Used boat,Diesel,Low-priced
242,Center console boat,Jeanneau power boats,new boat from stock,2020,5.48,2.36,GRP,99,16220,Germany , BÃ¶nningstedt / Werft,new boat from stock,Unleaded,Low-priced
245,Sport Boat,AMT power boats,new boat from stock,2019,5.15,2.08,GRP,60,16190,Germany , auf Anfrage,new boat from stock,Unleaded,Low-priced
246,Pontoon Boat,Doral power boats,"Used boat,Unleaded",1995,7.2,2.57,GRP,387,17850,Switzerland , Luganersee ,Used boat,Unleaded,Low-priced
247,Pilothouse,Smartliner power boats,new boat on order,2020,6.4,2.25,GRP,399,17748,Switzerland , Lake Geneva ,new boat on order,Unleaded,Low-priced
248,Center console boat,Morningstar power boats,new boat from stock,2019,5,2,Aluminium,149,17748,Switzerland , VierwaldstÃ¤ttersee ,new boat from stock,Unleaded,Low-priced
250,Sport Boat,Bombardier power boats,"Used boat,Unleaded",1998,7.35,2.6,GRP,141,16000,Croatia (Hrvatska),Unknown,Used boat,Unleaded,Low-priced
251,Pilothouse,Smartliner power boats,"Used boat,Unleaded",2017,6.45,2.25,PVC,53,16900,Montenegro ," Tivat, Montenegro",Used boat,Unleaded,Low-priced
252,Cabin Boat,Four Winns power boats,"Used boat,Unleaded",1992,6.3,2.34,GRP,154,16900,Germany , Bayern ,Used boat,Unleaded,Low-priced
254,Center console boat,Allegra power boats,"Used boat,Unleaded",2019,5.6,2.16,GRP,107,16900,Italy , Lombardia - Trentino Alto Adige ,Used boat,Unleaded,Low-priced
255,"Cabin Boat,Sport Boat",Fairline power boats,"Used boat,Unleaded",1985,8.04,3.06,GRP,405,16900,Germany , Baden-WÃ¼rttemberg ,Used boat,Unleaded,Low-priced
256,Motor Yacht,Jeanneau power boats,Used boat,2005,7.15,2.59,PVC,62,16900,France ," SAINT CYPRIEN, France",Used boat,Unleaded,Low-priced
257,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2005,7.15,2.59,PVC,98,16900,France ," SAINT CYPRIEN, France",Used boat,Unleaded,Low-priced
258,Sport Boat,Bnteau power boats,"Used boat,Unleaded",2003,5.47,2.34,PVC,152,16900,Spain ," Torrevieja, Espagne",Used boat,Unleaded,Low-priced
260,Trawler,GioMare power boats,Used boat,1995,5.7,2.8,GRP,172,16900,Rovinij,Unknown,Used boat,Unleaded,Low-priced
261,Bowrider,Bella power boats,Display Model,2019,5.01,2.01,GRP,339,18625.2,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Display Model,Low-priced
262,Sport Boat,Yamarin power boats,new boat from stock,2020,5.53,2.24,GRP,127,16870,Germany , Nordrhein-Westfalen ,new boat from stock,Unleaded,Low-priced
263,Center console boat,Saver power boats,"new boat from stock,Unleaded",2020,5.83,2.03,GRP,247,18574.2,Switzerland , Thunersee ,new boat from stock,Unleaded,Low-priced
264,Fishing Boat,Lund Boats power boats,new boat from stock,2020,4.95,2.03,Aluminium,241,18564,Switzerland , Lake Geneva ,new boat from stock,Unleaded,Low-priced
265,Motor Yacht,Mariah power boats,"Used boat,Unleaded",1997,6.5,2.5,Thermoplastic,331,18564,Switzerland , Murtensee ,Used boat,Unleaded,Low-priced
267,Deck Boat,Quicksilver power boats,"Used boat,Unleaded",2005,6.22,2.47,PVC,144,17500,France ," CAP D'AGDE, CAP D'AGDE",Used boat,Unleaded,Low-priced
270,Pilothouse,Ocqueteau power boats,"Used boat,Gas",2010,5.4,2.4,GRP,192,17500,Portugal , Lisbon ,Used boat,Gas,Low-priced
272,Trawler,Pedro power boats,Used boat,1984,8.6,2.8,Steel,149,17500,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
273,Cabin Boat,Hanto power boats,"Used boat,Diesel",1984,7,2,GRP,164,17490,Germany , Schwerin,Used boat,Diesel,Low-priced
274,Cabin Boat,Winga power boats,"Used boat,Diesel",1977,7.5,2.75,GRP,162,17490,Germany , Verkaufshafen Brandenburg-Plaue,Used boat,Diesel,Low-priced
275,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2019,5,1.94,Aluminium,215,19278,Switzerland , Bouveret,new boat from stock,Unleaded,Low-priced
278,Sport Boat,Campion power boats,"Used boat,Unleaded",2001,5.71,2.34,Plastic,335,19278,Switzerland , Lago Maggiore ,Used boat,Unleaded,Low-priced
279,Sport Boat,Sunbird power boats,"Used boat,Unleaded",1990,6.5,2.45,Plastic,686,19278,Switzerland , Lake Constance ,Used boat,Unleaded,Low-priced
280,Water ski,Correct Craft power boats,"Used boat,Unleaded",1998,5.9,2.32,GRP,1028,19890,Switzerland , Lake of Zurich ,Used boat,Unleaded,Low-priced
286,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1990,7.96,2.47,GRP,375,18000,Portugal , Vilamoura,Used boat,Diesel,Low-priced
287,Pilothouse,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2003,6.2,2,GRP,333,18000,Italy , Lake Garda ,Used boat,Unleaded,Low-priced
288,Cabin Boat,Saura power boats,"Used boat,Diesel",1993,7.35,2.72,GRP,129,18000,Spain , Mallorca ,Used boat,Diesel,Low-priced
289,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2004,6.21,2.48,PVC,211,18000,Spain ," DÃ©nia, Alicante",Used boat,Unleaded,Low-priced
291,Flybridge,Bayliner power boats,"Used boat,Unleaded",1993,8,2.94,GRP,334,18000,Italy , Toscana ,Used boat,Unleaded,Low-priced
292,Bowrider,Ebbtide power boats,"Used boat,Unleaded",2009,5.59,2.29,PVC,119,18000,Spain ," Cabo de Palos, Espagne",Used boat,Unleaded,Low-priced
296,Sport Boat,Drago Boats power boats,"Used boat,Unleaded",2015,5.33,2.25,PVC,110,18800,France ," Chalon-sur-SaÃ´ne, France",Used boat,Unleaded,Low-priced
297,Center console boat,Clear power boats,new boat from stock,2020,6.15,2.27,GRP,149,18750,Germany , Lake Constance ,new boat from stock,Unleaded,Low-priced
299,Sport Boat,Nor-Dan power boats,"Used boat,Unleaded",1990,6.5,2.4,GRP,254,18700,Germany , Baden-WÃ¼rttemberg ,Used boat,Unleaded,Low-priced
300,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,6.1,2.4,GRP,324,18690,Switzerland , Lake Geneva ,new boat from stock,Unleaded,Low-priced
301,Cabin Boat,Donzi power boats,"Used boat,Unleaded",1991,7.62,2.59,GRP,220,20400,Switzerland , Lago Maggiore ,Used boat,Unleaded,Low-priced
302,Sport Boat,Sea-Doo power boats,"Used boat,Unleaded",2008,4.67,2.16,GRP,540,20389.8,Switzerland , Lake of Zurich ,Used boat,Unleaded,Low-priced
303,Cabin Boat,Chris Craft power boats,"Used boat,Unleaded",1991,7.22,2.57,GRP,339,20389.8,Switzerland , Lake Geneva ,Used boat,Unleaded,Low-priced
306,Fishing Boat,Smartliner power boats,new boat from stock,2020,6.4,2.25,GRP,185,20502,Switzerland , Lake Geneva ,new boat from stock,Unleaded,Low-priced
307,Runabout,Safter Marine power boats,new boat from stock,2020,5,1.9,GRP,401,20298,Switzerland , Zugersee ,new boat from stock,Unleaded,Low-priced
308,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1993,6.14,2.34,Plastic,2026,20298,Switzerland , Murtensee ,Used boat,Unleaded,Low-priced
310,Sport Boat,Yamarin power boats,new boat from stock,2020,4.86,1.96,Aluminium,145,18515,Germany , Nordrhein-Westfalen ,new boat from stock,Unleaded,Low-priced
311,Trawler,Beachcraft power boats,Used boat,1981,8.2,3.1,Steel,118,19500,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
312,Cabin Boat,Waterland power boats,Used boat,1975,8.2,3.1,GRP,101,19500,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
313,Cabin Boat,KOK power boats,Used boat,2005,6.1,2.25,Steel,78,19500,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
314,Motor Yacht,Mazury power boats,"Used boat,Unleaded",2010,5,2.27,GRP,273,19500,Germany,Unknown,Used boat,Unleaded,Low-priced
315,Cabin Boat,Sea Ray power boats,Used boat,1996,8.95,2.59,GRP,778,19500,Steinwiesen,Unknown,Used boat,Unleaded,Low-priced
316,Cabin Boat,Bayliner power boats,Unleaded,2003,5.89,2.37,GRP,261,19490,Germany , MÃ¶lln,Used boat,Unleaded,Low-priced
317,Pontoon Boat,Calcagno power boats,"Used boat,Diesel",2014,5.95,2.27,GRP,163,21420,Switzerland , Luganersee ,Used boat,Diesel,Low-priced
319,Motor Yacht,Pacific Craft power boats,"new boat from stock,Unleaded",2018,4.99,1.97,GRP,183,21369,Switzerland , Lake Geneva ,new boat from stock,Unleaded,Low-priced
321,Center console boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.1,2.1,GRP,117,19300,Germany , Baden-WÃ¼rttemberg ,new boat from stock,Unleaded,Low-priced
322,Pontoon Boat,Mndli power boats,new boat from stock,2020,9,1.7,Wood,235,21216,Switzerland , Beringen,new boat from stock,Unleaded,Low-priced
323,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.12,2.44,GRP,217,19900,Italy , Friuli Venezia Giulia ,new boat from stock,Unleaded,Low-priced
324,Sport Boat,Galia power boats,"new boat from stock,Unleaded",2018,4.78,1.95,GRP,121,19900,Germany , Boote Pfister / Schwebheim,new boat from stock,Unleaded,Low-priced
326,Motor Yacht,Cytra power boats,"Used boat,Unleaded",1976,9,3.2,GRP,314,19900,Germany , Lake Constance ,Used boat,Unleaded,Low-priced
327,Motor Yacht,Crownline power boats,Used boat,1997,7.5,2.59,GRP,122,19900,Netherlands , Lemmer,Used boat,Unleaded,Low-priced
328,Bowrider,Chris Craft power boats,"Used boat,Unleaded",1995,7.83,2.58,PVC,165,19900,France ," Chalon-sur-SaÃ´ne, France",Used boat,Unleaded,Low-priced
329,Sport Boat,Bayliner power boats,"Used boat,Unleaded",1996,6.16,2.29,GRP,375,19900,Germany , Lake Constance ,Used boat,Unleaded,Low-priced
331,Sport Boat,Buster power boats,"Used boat,Unleaded",1994,4.95,1.97,Aluminium,80,19900,Germany , Bayern ,Used boat,Unleaded,Low-priced
333,Sport Boat,Kelt power boats,"Used boat,Unleaded",2002,6.97,2.44,PVC,89,19900,France,Unknown,Used boat,Unleaded,Low-priced
334,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2006,6.23,2.3,PVC,97,19900,France,Unknown,Used boat,Unleaded,Low-priced
335,Cabin Boat,Fjord power boats,"Used boat,Diesel",1984,8.15,2.9,GRP,280,19900,Germany , Flensburger FÃ¶rde ,Used boat,Diesel,Low-priced
336,Sport Boat,Boesch power boats,"Used boat,Unleaded",1970,5.1,2.02,Wood,206,19900,Germany , Baden-WÃ¼rttemberg ,Used boat,Unleaded,Low-priced
337,Cabin Boat,Smartliner power boats,"Used boat,Unleaded",2017,5.7,2.25,GRP,159,19900,Germany , Niedersachsen ,Used boat,Unleaded,Low-priced
338,Motor Yacht,Doerak Sneek power boats,"Used boat,Diesel",1969,8.5,3.1,Steel,157,19900,Belgium , Gent ,Used boat,Diesel,Low-priced
339,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.75,2.54,GRP,153,20499,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Diesel,Low-priced
340,Sport Boat,Sting power boats,new boat from stock,2018,6.08,2.37,GRP,115,20490,Germany , Nordrhein-Westfalen ,new boat from stock,Diesel,Low-priced
341,Center console boat,Sting power boats,new boat from stock,2020,5.3,2.15,GRP,118,22552.2,Switzerland , VierwaldstÃ¤ttersee ,new boat from stock,Diesel,Low-priced
342,Sport Boat,Scand power boats,"Used boat,Unleaded",1989,8.5,3,GRP,537,22440,Switzerland , Bielersee,Used boat,Unleaded,Low-priced
343,Pontoon Boat,Airon Marine power boats,"Used boat,Unleaded",1992,7.63,2.5,GRP,176,22440,Switzerland , Luganersee ,Used boat,Unleaded,Low-priced
344,Bowrider,Cranchi power boats,Used boat,1993,7.6,2.47,GRP,415,22440,Switzerland , Luganersee ,Used boat,Unleaded,Low-priced
345,Cabin Boat,Saga power boats,"Used boat,Diesel",1978,8.12,2.75,GRP,593,22440,Switzerland , Bielersee ,Used boat,Diesel,Low-priced
346,Hardtop,Finnmaster power boats,"Used boat,Unleaded",2001,6.01,2.3,GRP,527,22440,Switzerland , Rhein ,Used boat,Unleaded,Low-priced
347,Sport Boat,Draco power boats,"Used boat,Unleaded",1993,6.77,2.28,GRP,265,22440,Switzerland , Bielersee ,Used boat,Unleaded,Low-priced
348,Pilothouse,Sessa power boats,"Used boat,Unleaded",2006,6.5,2.43,GRP,466,22440,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
354,Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,5.64,2.45,GRP,73,21396,Germany , BÃ¶nningstedt / Werft,new boat on order,Unleaded,Low-priced
357,Pilothouse,Atlantic Marine power boats,new boat from stock,2019,6.6,2.47,GRP,394,23460,Switzerland , Walensee ,new boat from stock,Unleaded,Low-priced
358,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1992,7,2.43,GRP,863,23460,Switzerland , Lake Geneva ,Used boat,Unleaded,Low-priced
359,Sport Boat,Galia power boats,"Used boat,Unleaded",2020,4.75,1.9,GRP,235,23460,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
360,Sport Boat,Capelli power boats,"Used boat,Unleaded",2016,5.01,2.28,Hypalon,135,23358,Switzerland , Bouveret,Used boat,Unleaded,Low-priced
361,Sport Boat,Rio Iberica power boats,"Used boat,Unleaded",2004,5.5,2.05,GRP,457,23358,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
362,Sport Boat,Yamarin power boats,new boat from stock,2019,5.67,2.25,GRP,135,21090,Germany , auf Anfrage,new boat from stock,Unleaded,Low-priced
363,Sport Boat,Intermare power boats,"Used boat,Diesel",1991,6.45,2.4,GRP,49,21000,Italy , Toscana ,Used boat,Diesel,Low-priced
364,Bowrider,Cobalt power boats,"Used boat,Unleaded",1996,6.35,2.54,GRP,97,21000,Italy ," Lombardy, Soiano del Lago",Used boat,Unleaded,Low-priced
365,Cabin Boat,Monterey power boats,"Used boat,Unleaded",1997,8,2.59,GRP,241,21000,Italy , Lombardia - Trentino Alto Adige ,Used boat,Unleaded,Low-priced
366,Sport Boat,Azimut power boats,"Used boat,Diesel",1989,9.23,3.18,PVC,190,21000,France ," La Seyne-sur-Mer, France",Used boat,Diesel,Low-priced
368,Cabin Boat,Kelt power boats,Used boat,1992,8.8,2.98,GRP,146,21000,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
373,Water ski,Correct Craft power boats,"Used boat,Unleaded",2007,6,2.33,GRP,141,22000,Germany , HANN. MÃNDEN,Used boat,Unleaded,Low-priced
375,Flybridge,Riva power boats,"Used boat,Diesel",1978,10.45,3.43,GRP,352,22000,Italy , Liguria ,Used boat,Diesel,Low-priced
376,Motor Yacht,Cytra power boats,"Used boat,Diesel",1979,9.5,3.2,GRP,190,22000,Germany , Schwerin,Used boat,Diesel,Low-priced
377,Center console boat,Crownline power boats,"Used boat,Unleaded",1996,7.5,2.59,GRP,111,22000,Italy , Toscana ,Used boat,Unleaded,Low-priced
378,Sport Boat,Ilver power boats,"Used boat,Unleaded",1989,7,2.48,GRP,100,22000,Italy , Lombardia,Used boat,Unleaded,Low-priced
381,Motor Yacht,Tullio Abbate power boats,Unleaded,1991,10.8,2.5,GRP,373,22000,Germany , Konstanz,Used boat,Unleaded,Low-priced
385,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.47,2.29,GRP,86,22880,Germany , Niedersachsen ,new boat on order,Unleaded,Low-priced
386,Deck Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.65,2.2,GRP,140,22850,Germany , MÃhlhausen - Ehingen,new boat from stock,Unleaded,Low-priced
388,Deck Boat,Yamarin power boats,new boat from stock,2020,5.28,2.09,Aluminium,114,22800,Germany , Nordrhein-Westfalen ,new boat from stock,Unleaded,Low-priced
389,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2018,5.18,2.29,Aluminium,87,22772,Portugal ," Parchal, Portugal",new boat from stock,Unleaded,Low-priced
391,Pilothouse,Jeanneau power boats,new boat on order,2020,5.79,2.46,GRP,49,22765,Germany , BÃ¶nningstedt,new boat on order,Unleaded,Low-priced
394,Center console boat,Bnteau power boats,"Used boat,Unleaded",2003,7.15,2.51,PVC,110,22700,France ," PORT OLONA, LA GRANDE MOTTE",Used boat,Unleaded,Low-priced
395,Motor Yacht,Master power boats,new boat on order,2020,5.42,2.32,GRP,142,22680,France,Unknown,new boat on order,Unleaded,Low-priced
